,mayor,byte_length
1009,Linda Marlene Eales,5282
1010,Ron Black,5282
1011,ZABSTAIN,5282
1012,Andy Mitchell,5282
1013,Ron Black,5282
1014,ZABSTAIN,5282
1015,Linda Marlene Eales,5282
1016,Ron Black,5282
1017,Linda Marlene Eales,5282
1018,ZABSTAIN,5282
1019,ZABSTAIN,5281
1020,Andy Mitchell,5281
1021,ZABSTAIN,5281
1022,ZABSTAIN,5281
1023,Linda Marlene Eales,5281
1024,Andy Mitchell,5281
1025,Ron Black,5281
1026,ZABSTAIN,5281
1027,Andy Mitchell,5281
1028,Ron Black,5281
1029,Andy Mitchell,5281
1030,Ron Black,5281
1031,ZABSTAIN,5280
1032,ZABSTAIN,5280
1033,Linda Marlene Eales,5280
1034,Andy Mitchell,5280
1035,ZABSTAIN,5280
1036,ZABSTAIN,5280
1037,ZABSTAIN,5280
1038,Ron Black,5280
1039,Ron Black,5280
1040,ZABSTAIN,5280
1041,Linda Marlene Eales,5280
1042,Ron Black,5280
1043,Linda Marlene Eales,5280
1044,Linda Marlene Eales,5280
1045,Linda Marlene Eales,5280
1046,ZABSTAIN,5280
1047,Andy Mitchell,5280
1048,Linda Marlene Eales,5279
1049,ZABSTAIN,5279
1050,Ron Black,5279
1051,ZABSTAIN,5279
1052,Ron Black,5279
1053,ZABSTAIN,5279
1054,ZABSTAIN,5279
1055,Linda Marlene Eales,5279
1056,Andy Mitchell,5279
1057,Andy Mitchell,5279
1058,ZABSTAIN,5279
1059,ZABSTAIN,5279
1060,ZABSTAIN,5278
1061,Andy Mitchell,5278
1062,ZABSTAIN,5278
1063,ZABSTAIN,5278
1064,Ron Black,5278
1065,Ron Black,5278
1066,Linda Marlene Eales,5278
1067,Linda Marlene Eales,5278
1068,Linda Marlene Eales,5278
1069,Ron Black,5278
1070,Ron Black,5278
1071,Ron Black,5278
1072,Ron Black,5278
1073,Ron Black,5278
1074,Linda Marlene Eales,5278
1075,Linda Marlene Eales,5278
1076,Andy Mitchell,5278
1077,Linda Marlene Eales,5277
1078,ZABSTAIN,5277
1079,Andy Mitchell,5277
1080,Ron Black,5277
1081,ZABSTAIN,5277
1082,ZABSTAIN,5277
1083,ZABSTAIN,5277
1084,Andy Mitchell,5277
1085,Andy Mitchell,5277
1086,Ron Black,5277
1087,ZABSTAIN,5277
1088,Andy Mitchell,5277
1089,Linda Marlene Eales,5277
1090,Linda Marlene Eales,5277
1091,ZABSTAIN,5277
1092,Ron Black,5277
1093,Andy Mitchell,5277
1094,Ron Black,5277
1095,Ron Black,5277
1096,Andy Mitchell,5277
1097,Linda Marlene Eales,5277
1098,Linda Marlene Eales,5276
1099,ZABSTAIN,5276
1100,Andy Mitchell,5276
1101,Andy Mitchell,5276
1102,Andy Mitchell,5276
1103,Andy Mitchell,5276
1104,Andy Mitchell,5276
1105,Andy Mitchell,5276
1106,Ron Black,5276
1107,Ron Black,5276
1108,Andy Mitchell,5276
1109,Andy Mitchell,5276
1110,Ron Black,5276
1111,ZABSTAIN,5276
1112,Ron Black,5276
1113,Linda Marlene Eales,5276
1114,Ron Black,5276
1115,Andy Mitchell,5276
1116,ZABSTAIN,5276
1117,Linda Marlene Eales,5276
1118,Ron Black,5275
1119,Linda Marlene Eales,5275
1120,Linda Marlene Eales,5275
1121,Ron Black,5275
1122,ZABSTAIN,5275
1123,Andy Mitchell,5275
1124,ZABSTAIN,5275
1125,ZABSTAIN,5275
1126,Ron Black,5275
1127,Linda Marlene Eales,5275
1128,ZABSTAIN,5275
1129,Ron Black,5275
1130,Ron Black,5275
1131,ZABSTAIN,5275
1132,ZABSTAIN,5275
1133,ZABSTAIN,5275
1134,ZABSTAIN,5274
1135,Linda Marlene Eales,5274
1136,Linda Marlene Eales,5274
1137,ZABSTAIN,5274
1138,Ron Black,5274
1139,Andy Mitchell,5274
1140,ZABSTAIN,5274
1141,Andy Mitchell,5274
1142,Ron Black,5274
1143,Ron Black,5274
1144,Andy Mitchell,5274
1145,Andy Mitchell,5274
1146,ZABSTAIN,5274
1147,Ron Black,5274
1148,Andy Mitchell,5274
1149,Linda Marlene Eales,5273
1150,Linda Marlene Eales,5273
1151,Andy Mitchell,5273
1152,Linda Marlene Eales,5273
1153,Andy Mitchell,5273
1154,ZABSTAIN,5273
1155,Ron Black,5273
1156,ZABSTAIN,5273
1157,Ron Black,5273
1158,ZABSTAIN,5273
1159,ZABSTAIN,5273
1160,Linda Marlene Eales,5273
1161,Andy Mitchell,5273
1162,Andy Mitchell,5273
1163,ZABSTAIN,5272
1164,Andy Mitchell,5272
1165,Ron Black,5272
1166,Andy Mitchell,5272
1167,ZABSTAIN,5272
1168,ZABSTAIN,5272
1169,ZABSTAIN,5272
1170,Ron Black,5272
1171,Andy Mitchell,5272
1172,Linda Marlene Eales,5272
1173,Andy Mitchell,5272
1174,Ron Black,5272
1175,ZABSTAIN,5272
1176,Ron Black,5272
1177,Linda Marlene Eales,5272
1178,Andy Mitchell,5271
1179,Ron Black,5271
1180,ZABSTAIN,5271
1181,ZABSTAIN,5271
1182,ZABSTAIN,5271
1183,Ron Black,5271
1184,Linda Marlene Eales,5271
1185,Linda Marlene Eales,5271
1186,Andy Mitchell,5271
1187,Linda Marlene Eales,5271
1188,Andy Mitchell,5271
1189,Andy Mitchell,5270
1190,Linda Marlene Eales,5270
1191,Linda Marlene Eales,5270
1192,Linda Marlene Eales,5270
1193,Ron Black,5270
1194,Andy Mitchell,5270
1195,Andy Mitchell,5270
1196,Andy Mitchell,5270
1197,Andy Mitchell,5270
1198,Ron Black,5270
1199,Andy Mitchell,5270
1200,Linda Marlene Eales,5270
1201,Ron Black,5270
1202,Linda Marlene Eales,5270
1203,Linda Marlene Eales,5269
1204,Ron Black,5269
1205,Linda Marlene Eales,5269
1206,Ron Black,5269
1207,Linda Marlene Eales,5269
1208,ZABSTAIN,5269
1209,Ron Black,5269
1210,Andy Mitchell,5269
1211,ZABSTAIN,5269
1212,Andy Mitchell,5269
1213,ZABSTAIN,5269
1214,ZABSTAIN,5269
1215,Ron Black,5269
1216,Linda Marlene Eales,5269
1217,ZABSTAIN,5269
1218,Ron Black,5268
1219,Linda Marlene Eales,5268
1220,ZABSTAIN,5268
1221,Linda Marlene Eales,5268
1222,Ron Black,5268
1223,Ron Black,5268
1224,Ron Black,5268
1225,ZABSTAIN,5268
1226,Linda Marlene Eales,5268
1227,Andy Mitchell,5268
1228,ZABSTAIN,5268
1229,ZABSTAIN,5268
1230,ZABSTAIN,5268
1231,Andy Mitchell,5268
1232,Linda Marlene Eales,5268
1233,Andy Mitchell,5268
1234,Andy Mitchell,5267
1235,ZABSTAIN,5267
1236,Linda Marlene Eales,5267
1237,Linda Marlene Eales,5267
1238,Linda Marlene Eales,5267
1239,Andy Mitchell,5267
1240,Ron Black,5267
1241,Ron Black,5267
1242,Andy Mitchell,5267
1243,Linda Marlene Eales,5267
1244,Andy Mitchell,5267
1245,Linda Marlene Eales,5267
1246,ZABSTAIN,5267
1247,Andy Mitchell,5267
1248,Linda Marlene Eales,5267
1249,Ron Black,5267
1250,Linda Marlene Eales,5266
1251,Andy Mitchell,5266
1252,Andy Mitchell,5266
1253,Andy Mitchell,5266
1254,Ron Black,5266
1255,Ron Black,5266
1256,Andy Mitchell,5266
1257,Ron Black,5266
1258,Ron Black,5266
1259,Linda Marlene Eales,5266
1260,Linda Marlene Eales,5266
1261,Linda Marlene Eales,5266
1262,Andy Mitchell,5266
1263,Andy Mitchell,5266
1264,ZABSTAIN,5266
1265,Linda Marlene Eales,5266
1266,Linda Marlene Eales,5266
1267,Ron Black,5266
1268,ZABSTAIN,5266
1269,Andy Mitchell,5266
1270,Linda Marlene Eales,5266
1271,Linda Marlene Eales,5266
1272,Ron Black,5265
1273,Linda Marlene Eales,5265
1274,Andy Mitchell,5265
1275,ZABSTAIN,5265
1276,Ron Black,5265
1277,Andy Mitchell,5265
1278,ZABSTAIN,5265
1279,Ron Black,5265
1280,Ron Black,5265
1281,ZABSTAIN,5265
1282,Andy Mitchell,5264
1283,Andy Mitchell,5264
1284,ZABSTAIN,5264
1285,Linda Marlene Eales,5264
1286,Ron Black,5264
1287,Ron Black,5264
1288,ZABSTAIN,5264
1289,Ron Black,5264
1290,ZABSTAIN,5264
1291,Andy Mitchell,5264
1292,Andy Mitchell,5264
1293,ZABSTAIN,5264
1294,ZABSTAIN,5264
1295,Andy Mitchell,5264
1296,Andy Mitchell,5264
1297,ZABSTAIN,5264
1298,ZABSTAIN,5264
1299,Linda Marlene Eales,5264
1300,Andy Mitchell,5264
1301,ZABSTAIN,5264
1302,Linda Marlene Eales,5264
1303,Linda Marlene Eales,5263
1304,Linda Marlene Eales,5263
1305,Andy Mitchell,5263
1306,ZABSTAIN,5263
1307,Ron Black,5263
1308,Linda Marlene Eales,5263
1309,Linda Marlene Eales,5263
1310,Andy Mitchell,5263
1311,Ron Black,5263
1312,Linda Marlene Eales,5263
1313,ZABSTAIN,5263
1314,Linda Marlene Eales,5263
1315,Linda Marlene Eales,5263
1316,Andy Mitchell,5263
1317,Andy Mitchell,5263
1318,Linda Marlene Eales,5263
1319,Andy Mitchell,5263
1320,ZABSTAIN,5263
1321,ZABSTAIN,5263
1322,Ron Black,5262
1323,ZABSTAIN,5262
1324,Linda Marlene Eales,5262
1325,Ron Black,5262
1326,Ron Black,5262
1327,ZABSTAIN,5262
1328,Linda Marlene Eales,5262
1329,Andy Mitchell,5262
1330,ZABSTAIN,5262
1331,Linda Marlene Eales,5262
1332,Ron Black,5262
1333,ZABSTAIN,5262
1334,Andy Mitchell,5261
1335,ZABSTAIN,5261
1336,Ron Black,5261
1337,ZABSTAIN,5261
1338,ZABSTAIN,5261
1339,Andy Mitchell,5261
1340,ZABSTAIN,5261
1341,ZABSTAIN,5261
1342,Ron Black,5261
1343,Andy Mitchell,5261
1344,ZABSTAIN,5261
1345,ZABSTAIN,5261
1346,Andy Mitchell,5261
1347,ZABSTAIN,5261
1348,Ron Black,5261
1349,Andy Mitchell,5261
1350,Linda Marlene Eales,5260
1351,Ron Black,5260
1352,ZABSTAIN,5260
1353,Ron Black,5260
1354,Ron Black,5260
1355,Linda Marlene Eales,5260
1356,Ron Black,5260
1357,ZABSTAIN,5260
1358,Linda Marlene Eales,5260
1359,Ron Black,5260
1360,Ron Black,5260
1361,Linda Marlene Eales,5260
1362,ZABSTAIN,5260
1363,Andy Mitchell,5259
1364,Andy Mitchell,5259
1365,Linda Marlene Eales,5259
1366,Andy Mitchell,5259
1367,Ron Black,5259
1368,Ron Black,5259
1369,Ron Black,5259
1370,Linda Marlene Eales,5259
1371,Ron Black,5259
1372,Linda Marlene Eales,5259
1373,ZABSTAIN,5259
1374,Andy Mitchell,5259
1375,ZABSTAIN,5258
1376,Linda Marlene Eales,5258
1377,Andy Mitchell,5258
1378,Andy Mitchell,5258
1379,Linda Marlene Eales,5258
1380,Ron Black,5258
1381,Ron Black,5258
1382,Andy Mitchell,5258
1383,ZABSTAIN,5258
1384,Andy Mitchell,5258
1385,Linda Marlene Eales,5258
1386,Andy Mitchell,5258
1387,Andy Mitchell,5258
1388,Ron Black,5258
1389,Andy Mitchell,5258
1390,Linda Marlene Eales,5257
1391,Andy Mitchell,5257
1392,ZABSTAIN,5257
1393,Linda Marlene Eales,5257
1394,Linda Marlene Eales,5257
1395,ZABSTAIN,5257
1396,ZABSTAIN,5257
1397,ZABSTAIN,5257
1398,ZABSTAIN,5257
1399,Linda Marlene Eales,5257
1400,Andy Mitchell,5257
1401,ZABSTAIN,5256
1402,Ron Black,5256
1403,Andy Mitchell,5256
1404,Ron Black,5256
1405,Linda Marlene Eales,5256
1406,Ron Black,5256
1407,Linda Marlene Eales,5256
1408,Andy Mitchell,5256
1409,Ron Black,5256
1410,Andy Mitchell,5256
1411,Andy Mitchell,5256
1412,Linda Marlene Eales,5256
1413,ZABSTAIN,5256
1414,Ron Black,5256
1415,Ron Black,5256
1416,Ron Black,5256
1417,Linda Marlene Eales,5256
1418,Linda Marlene Eales,5256
1419,Andy Mitchell,5256
1420,Ron Black,5256
1421,ZABSTAIN,5255
1422,Ron Black,5255
1423,ZABSTAIN,5255
1424,Ron Black,5255
1425,ZABSTAIN,5255
1426,ZABSTAIN,5255
1427,Andy Mitchell,5255
1428,Ron Black,5255
1429,Andy Mitchell,5255
1430,Linda Marlene Eales,5255
1431,Andy Mitchell,5255
1432,Ron Black,5255
1433,Andy Mitchell,5254
1434,Andy Mitchell,5254
1435,Linda Marlene Eales,5254
1436,Ron Black,5254
1437,ZABSTAIN,5254
1438,Linda Marlene Eales,5254
1439,Linda Marlene Eales,5254
1440,ZABSTAIN,5254
1441,ZABSTAIN,5254
1442,Andy Mitchell,5254
1443,Andy Mitchell,5254
1444,Ron Black,5254
1445,Ron Black,5254
1446,ZABSTAIN,5254
1447,Ron Black,5254
1448,ZABSTAIN,5254
1449,Ron Black,5254
1450,ZABSTAIN,5254
1451,Ron Black,5253
1452,ZABSTAIN,5253
1453,ZABSTAIN,5253
1454,Andy Mitchell,5253
1455,ZABSTAIN,5253
1456,Linda Marlene Eales,5253
1457,Linda Marlene Eales,5253
1458,Linda Marlene Eales,5253
1459,Linda Marlene Eales,5253
1460,Andy Mitchell,5253
1461,Andy Mitchell,5253
1462,Ron Black,5253
1463,Andy Mitchell,5253
1464,ZABSTAIN,5253
1465,ZABSTAIN,5253
1466,Ron Black,5253
1467,ZABSTAIN,5253
1468,Ron Black,5252
1469,Ron Black,5252
1470,Ron Black,5252
1471,Ron Black,5252
1472,Andy Mitchell,5252
1473,Andy Mitchell,5252
1474,Ron Black,5252
1475,Linda Marlene Eales,5252
1476,Ron Black,5252
1477,ZABSTAIN,5252
1478,Andy Mitchell,5252
1479,ZABSTAIN,5252
1480,Ron Black,5252
1481,Linda Marlene Eales,5252
1482,Ron Black,5252
1483,ZABSTAIN,5252
1484,Linda Marlene Eales,5252
1485,Andy Mitchell,5252
1486,Andy Mitchell,5251
1487,Linda Marlene Eales,5251
1488,Ron Black,5251
1489,Ron Black,5251
1490,Ron Black,5251
1491,Linda Marlene Eales,5251
1492,Ron Black,5251
1493,Linda Marlene Eales,5251
1494,Linda Marlene Eales,5251
1495,Linda Marlene Eales,5251
1496,Linda Marlene Eales,5251
1497,Andy Mitchell,5251
1498,Linda Marlene Eales,5251
1499,Ron Black,5251
1500,Ron Black,5251
1501,Andy Mitchell,5251
1502,Linda Marlene Eales,5250
1503,Andy Mitchell,5250
1504,Ron Black,5250
1505,ZABSTAIN,5250
1506,ZABSTAIN,5250
1507,Linda Marlene Eales,5250
1508,Linda Marlene Eales,5250
1509,Ron Black,5250
1510,Andy Mitchell,5250
1511,Ron Black,5250
1512,ZABSTAIN,5250
1513,ZABSTAIN,5250
1514,Linda Marlene Eales,5250
1515,Andy Mitchell,5250
1516,Ron Black,5250
1517,Linda Marlene Eales,5250
1518,ZABSTAIN,5250
1519,Andy Mitchell,5250
1520,Andy Mitchell,5250
1521,ZABSTAIN,5250
1522,Ron Black,5250
1523,ZABSTAIN,5250
1524,ZABSTAIN,5250
1525,Linda Marlene Eales,5250
1526,Linda Marlene Eales,5250
1527,Linda Marlene Eales,5250
1528,Ron Black,5250
1529,ZABSTAIN,5250
1530,Linda Marlene Eales,5250
1531,ZABSTAIN,5250
1532,Linda Marlene Eales,5250
1533,Ron Black,5250
1534,ZABSTAIN,5249
1535,ZABSTAIN,5249
1536,ZABSTAIN,5249
1537,Linda Marlene Eales,5249
1538,Linda Marlene Eales,5249
1539,Ron Black,5249
1540,Linda Marlene Eales,5249
1541,Ron Black,5249
1542,ZABSTAIN,5249
1543,Andy Mitchell,5249
1544,ZABSTAIN,5249
1545,Linda Marlene Eales,5249
1546,Ron Black,5248
1547,Linda Marlene Eales,5248
1548,Ron Black,5248
1549,Ron Black,5248
1550,Ron Black,5248
1551,Ron Black,5248
1552,Andy Mitchell,5248
1553,Linda Marlene Eales,5248
1554,Linda Marlene Eales,5248
1555,Andy Mitchell,5248
1556,Linda Marlene Eales,5248
1557,Ron Black,5248
1558,Andy Mitchell,5248
1559,Ron Black,5248
1560,Ron Black,5248
1561,Andy Mitchell,5248
1562,ZABSTAIN,5248
1563,Andy Mitchell,5248
1564,Ron Black,5248
1565,Linda Marlene Eales,5248
1566,Andy Mitchell,5247
1567,Ron Black,5247
1568,Linda Marlene Eales,5247
1569,ZABSTAIN,5247
1570,ZABSTAIN,5247
1571,Ron Black,5247
1572,ZABSTAIN,5247
1573,Ron Black,5247
1574,Linda Marlene Eales,5247
1575,Ron Black,5247
1576,Andy Mitchell,5247
1577,Ron Black,5247
1578,ZABSTAIN,5247
1579,Ron Black,5247
1580,Linda Marlene Eales,5246
1581,Andy Mitchell,5246
1582,Ron Black,5246
1583,ZABSTAIN,5246
1584,Andy Mitchell,5246
1585,ZABSTAIN,5246
1586,Andy Mitchell,5246
1587,ZABSTAIN,5246
1588,Linda Marlene Eales,5246
1589,Ron Black,5246
1590,Linda Marlene Eales,5246
1591,Andy Mitchell,5246
1592,Linda Marlene Eales,5246
1593,Andy Mitchell,5246
1594,Ron Black,5246
1595,Linda Marlene Eales,5246
1596,Ron Black,5246
1597,Linda Marlene Eales,5246
1598,Ron Black,5246
1599,Ron Black,5245
1600,ZABSTAIN,5245
1601,Ron Black,5245
1602,ZABSTAIN,5245
1603,Ron Black,5245
1604,Andy Mitchell,5245
1605,Ron Black,5245
1606,Ron Black,5245
1607,ZABSTAIN,5245
1608,Linda Marlene Eales,5245
1609,Linda Marlene Eales,5245
1610,Andy Mitchell,5245
1611,Linda Marlene Eales,5245
1612,Andy Mitchell,5245
1613,Ron Black,5245
1614,ZABSTAIN,5245
1615,Ron Black,5245
1616,Ron Black,5245
1617,Linda Marlene Eales,5245
1618,ZABSTAIN,5245
1619,Linda Marlene Eales,5245
1620,Andy Mitchell,5245
1621,Ron Black,5245
1622,ZABSTAIN,5244
1623,ZABSTAIN,5244
1624,ZABSTAIN,5244
1625,ZABSTAIN,5244
1626,Andy Mitchell,5244
1627,ZABSTAIN,5244
1628,ZABSTAIN,5244
1629,ZABSTAIN,5244
1630,ZABSTAIN,5244
1631,Linda Marlene Eales,5244
1632,Andy Mitchell,5244
1633,Andy Mitchell,5244
1634,Andy Mitchell,5243
1635,Ron Black,5243
1636,Linda Marlene Eales,5243
1637,Andy Mitchell,5243
1638,Ron Black,5243
1639,Linda Marlene Eales,5243
1640,Ron Black,5243
1641,Ron Black,5243
1642,ZABSTAIN,5243
1643,Ron Black,5243
1644,Linda Marlene Eales,5243
1645,Andy Mitchell,5243
1646,Linda Marlene Eales,5243
1647,Andy Mitchell,5242
1648,Andy Mitchell,5242
1649,Ron Black,5242
1650,Linda Marlene Eales,5242
1651,Linda Marlene Eales,5242
1652,Andy Mitchell,5242
1653,ZABSTAIN,5242
1654,Andy Mitchell,5242
1655,ZABSTAIN,5242
1656,Ron Black,5242
1657,Ron Black,5242
1658,Andy Mitchell,5242
1659,ZABSTAIN,5242
1660,ZABSTAIN,5242
1661,ZABSTAIN,5242
1662,Linda Marlene Eales,5241
1663,Ron Black,5241
1664,Andy Mitchell,5241
1665,Ron Black,5241
1666,ZABSTAIN,5241
1667,Ron Black,5241
1668,Ron Black,5241
1669,Ron Black,5241
1670,Andy Mitchell,5241
1671,Andy Mitchell,5241
1672,Ron Black,5241
1673,Linda Marlene Eales,5241
1674,Ron Black,5241
1675,Ron Black,5241
1676,ZABSTAIN,5241
1677,Andy Mitchell,5240
1678,Andy Mitchell,5240
1679,ZABSTAIN,5240
1680,Linda Marlene Eales,5240
1681,Andy Mitchell,5240
1682,Andy Mitchell,5240
1683,Andy Mitchell,5240
1684,Andy Mitchell,5240
1685,Andy Mitchell,5240
1686,Andy Mitchell,5239
1687,ZABSTAIN,5239
1688,ZABSTAIN,5239
1689,Andy Mitchell,5239
1690,Linda Marlene Eales,5239
1691,Andy Mitchell,5239
1692,Andy Mitchell,5239
1693,ZABSTAIN,5239
1694,ZABSTAIN,5239
1695,Linda Marlene Eales,5238
1696,Ron Black,5238
1697,Andy Mitchell,5238
1698,Andy Mitchell,5238
1699,Andy Mitchell,5238
1700,Andy Mitchell,5238
1701,ZABSTAIN,5238
1702,Andy Mitchell,5238
1703,ZABSTAIN,5238
1704,Andy Mitchell,5238
1705,Linda Marlene Eales,5238
1706,Linda Marlene Eales,5237
1707,Andy Mitchell,5237
1708,ZABSTAIN,5237
1709,Linda Marlene Eales,5237
1710,Linda Marlene Eales,5237
1711,Ron Black,5237
1712,Linda Marlene Eales,5237
1713,Linda Marlene Eales,5237
1714,Ron Black,5237
1715,Andy Mitchell,5237
1716,Linda Marlene Eales,5237
1717,Linda Marlene Eales,5236
1718,Andy Mitchell,5236
1719,Andy Mitchell,5236
1720,Ron Black,5236
1721,Andy Mitchell,5236
1722,Andy Mitchell,5236
1723,Linda Marlene Eales,5236
1724,Linda Marlene Eales,5236
1725,ZABSTAIN,5236
1726,Ron Black,5236
1727,Ron Black,5236
1728,Andy Mitchell,5236
1729,Andy Mitchell,5236
1730,Andy Mitchell,5236
1731,Linda Marlene Eales,5236
1732,ZABSTAIN,5236
1733,Ron Black,5236
1734,Andy Mitchell,5236
1735,ZABSTAIN,5235
1736,Andy Mitchell,5235
1737,ZABSTAIN,5235
1738,Linda Marlene Eales,5235
1739,Andy Mitchell,5235
1740,Ron Black,5235
1741,Ron Black,5235
1742,Linda Marlene Eales,5235
1743,ZABSTAIN,5235
1744,Ron Black,5235
1745,Ron Black,5235
1746,Andy Mitchell,5235
1747,Andy Mitchell,5235
1748,Andy Mitchell,5235
1749,ZABSTAIN,5235
1750,Andy Mitchell,5234
1751,ZABSTAIN,5234
1752,Andy Mitchell,5234
1753,Linda Marlene Eales,5234
1754,Andy Mitchell,5234
1755,Linda Marlene Eales,5234
1756,Linda Marlene Eales,5234
1757,Andy Mitchell,5234
1758,Ron Black,5234
1759,Linda Marlene Eales,5233
1760,Ron Black,5233
1761,Linda Marlene Eales,5233
1762,Linda Marlene Eales,5233
1763,ZABSTAIN,5233
1764,ZABSTAIN,5233
1765,Linda Marlene Eales,5233
1766,Linda Marlene Eales,5233
1767,Ron Black,5233
1768,Ron Black,5233
1769,Andy Mitchell,5233
1770,Linda Marlene Eales,5233
1771,Ron Black,5233
1772,Ron Black,5233
1773,Ron Black,5232
1774,ZABSTAIN,5232
1775,ZABSTAIN,5232
1776,ZABSTAIN,5232
1777,Linda Marlene Eales,5232
1778,Ron Black,5232
1779,Linda Marlene Eales,5232
1780,Linda Marlene Eales,5232
1781,Ron Black,5232
1782,Andy Mitchell,5232
1783,Andy Mitchell,5232
1784,Andy Mitchell,5231
1785,Linda Marlene Eales,5231
1786,Ron Black,5231
1787,Andy Mitchell,5231
1788,Ron Black,5231
1789,ZABSTAIN,5231
1790,Linda Marlene Eales,5231
1791,Ron Black,5231
1792,Linda Marlene Eales,5231
1793,Ron Black,5231
1794,ZABSTAIN,5231
1795,Ron Black,5230
1796,Ron Black,5230
1797,Andy Mitchell,5230
1798,ZABSTAIN,5230
1799,ZABSTAIN,5230
1800,ZABSTAIN,5230
1801,ZABSTAIN,5230
1802,Ron Black,5230
1803,Ron Black,5230
1804,Ron Black,5230
1805,Linda Marlene Eales,5230
1806,Andy Mitchell,5230
1807,ZABSTAIN,5230
1808,Andy Mitchell,5229
1809,ZABSTAIN,5229
1810,Andy Mitchell,5229
1811,ZABSTAIN,5229
1812,Linda Marlene Eales,5229
1813,Andy Mitchell,5229
1814,Linda Marlene Eales,5229
1815,ZABSTAIN,5229
1816,Linda Marlene Eales,5229
1817,Linda Marlene Eales,5229
1818,Andy Mitchell,5229
1819,Linda Marlene Eales,5229
1820,ZABSTAIN,5229
1821,Ron Black,5229
1822,Ron Black,5229
1823,Linda Marlene Eales,5229
1824,Linda Marlene Eales,5229
1825,ZABSTAIN,5229
1826,Ron Black,5228
1827,Ron Black,5228
1828,Andy Mitchell,5228
1829,Ron Black,5228
1830,Ron Black,5228
1831,Ron Black,5228
1832,Andy Mitchell,5228
1833,Andy Mitchell,5228
1834,Linda Marlene Eales,5228
1835,Andy Mitchell,5228
1836,Linda Marlene Eales,5228
1837,Linda Marlene Eales,5228
1838,ZABSTAIN,5228
1839,Linda Marlene Eales,5228
1840,Linda Marlene Eales,5228
1841,Ron Black,5228
1842,Linda Marlene Eales,5228
1843,Linda Marlene Eales,5228
1844,ZABSTAIN,5227
1845,Ron Black,5227
1846,Ron Black,5227
1847,ZABSTAIN,5227
1848,Ron Black,5227
1849,Andy Mitchell,5227
1850,Andy Mitchell,5227
1851,Andy Mitchell,5227
1852,Andy Mitchell,5227
1853,Ron Black,5227
1854,Linda Marlene Eales,5227
1855,ZABSTAIN,5227
1856,Linda Marlene Eales,5227
1857,Ron Black,5227
1858,Ron Black,5227
1859,Linda Marlene Eales,5227
1860,Linda Marlene Eales,5227
1861,Andy Mitchell,5226
1862,Ron Black,5226
1863,Linda Marlene Eales,5226
1864,Ron Black,5226
1865,Linda Marlene Eales,5226
1866,Ron Black,5226
1867,ZABSTAIN,5226
1868,Linda Marlene Eales,5226
1869,Andy Mitchell,5226
1870,Linda Marlene Eales,5226
1871,Linda Marlene Eales,5226
1872,Ron Black,5226
1873,ZABSTAIN,5226
1874,Andy Mitchell,5226
1875,Andy Mitchell,5226
1876,Linda Marlene Eales,5226
1877,Linda Marlene Eales,5225
1878,ZABSTAIN,5225
1879,Linda Marlene Eales,5225
1880,ZABSTAIN,5225
1881,ZABSTAIN,5225
1882,ZABSTAIN,5225
1883,ZABSTAIN,5225
1884,Andy Mitchell,5225
1885,Linda Marlene Eales,5225
1886,Ron Black,5225
1887,Linda Marlene Eales,5225
1888,ZABSTAIN,5225
1889,ZABSTAIN,5225
1890,Ron Black,5225
1891,Linda Marlene Eales,5225
1892,Ron Black,5225
1893,Linda Marlene Eales,5225
1894,ZABSTAIN,5224
1895,Linda Marlene Eales,5224
1896,ZABSTAIN,5224
1897,Andy Mitchell,5224
1898,Linda Marlene Eales,5224
1899,Linda Marlene Eales,5224
1900,ZABSTAIN,5224
1901,Ron Black,5224
1902,Ron Black,5224
1903,Andy Mitchell,5224
1904,Ron Black,5224
1905,Linda Marlene Eales,5224
1906,Ron Black,5224
1907,Ron Black,5224
1908,Ron Black,5224
1909,Andy Mitchell,5224
1910,Andy Mitchell,5224
1911,Andy Mitchell,5224
1912,ZABSTAIN,5224
1913,Ron Black,5223
1914,ZABSTAIN,5223
1915,Andy Mitchell,5223
1916,Andy Mitchell,5223
1917,Ron Black,5223
1918,Linda Marlene Eales,5223
1919,Andy Mitchell,5223
1920,ZABSTAIN,5223
1921,Linda Marlene Eales,5223
1922,Ron Black,5223
1923,Linda Marlene Eales,5223
1924,Ron Black,5223
1925,Linda Marlene Eales,5223
1926,ZABSTAIN,5223
1927,Andy Mitchell,5223
1928,Linda Marlene Eales,5223
1929,ZABSTAIN,5223
1930,Linda Marlene Eales,5223
1931,Ron Black,5223
1932,ZABSTAIN,5223
1933,Ron Black,5222
1934,ZABSTAIN,5222
1935,ZABSTAIN,5222
1936,Linda Marlene Eales,5222
1937,ZABSTAIN,5222
1938,Linda Marlene Eales,5222
1939,Ron Black,5222
1940,ZABSTAIN,5222
1941,Ron Black,5222
1942,ZABSTAIN,5222
1943,ZABSTAIN,5222
1944,Ron Black,5222
1945,Linda Marlene Eales,5222
1946,ZABSTAIN,5222
1947,Andy Mitchell,5222
1948,Linda Marlene Eales,5222
1949,ZABSTAIN,5222
1950,Andy Mitchell,5221
1951,Linda Marlene Eales,5221
1952,ZABSTAIN,5221
1953,Ron Black,5221
1954,ZABSTAIN,5221
1955,Andy Mitchell,5221
1956,Linda Marlene Eales,5221
1957,Andy Mitchell,5221
1958,Linda Marlene Eales,5221
